"dep";"sexe";"jour";"hosp";"rea";"rad";"dc"
"54";1;"2020-03-28";178;91;31;22
"54";2;"2020-03-28";134;40;32;16
"55";0;"2020-03-28";130;13;37;14
"55";1;"2020-03-28";68;8;16;8
"55";2;"2020-03-28";62;5;21;6
"56";0;"2020-03-28";93;25;74;25
"56";1;"2020-03-28";62;23;36;15
"56";2;"2020-03-28";31;2;38;10
"57";0;"2020-03-28";747;145;203;152
"57";1;"2020-03-28";422;114;86;85
"57";2;"2020-03-28";316;29;112;66
"58";0;"2020-03-28";7;4;1;0
"58";1;"2020-03-28";4;4;0;0
"58";2;"2020-03-28";3;0;1;0
"59";0;"2020-03-28";389;143;93;40
"59";1;"2020-03-28";218;105;54;23
"59";2;"2020-03-28";171;38;39;17
"60";0;"2020-03-28";245;49;127;77
"60";1;"2020-03-28";123;32;74;49
"60";2;"2020-03-28";122;17;53;28
"61";0;"2020-03-28";19;5;28;1
"61";1;"2020-03-28";12;4;11;1
"61";2;"2020-03-28";7;1;17;0
"62";0;"2020-03-28";149;54;69;12
"62";1;"2020-03-28";92;42;36;8
"62";2;"2020-03-28";57;12;33;4
"63";0;"2020-03-28";35;8;14;0
"63";1;"2020-03-28";21;7;8;0
"63";2;"2020-03-28";14;1;6;0
"64";0;"2020-03-28";48;10;28;6
"64";1;"2020-03-28";30;7;16;2
"64";2;"2020-03-28";18;3;12;4
"65";0;"2020-03-28";21;5;6;1
"65";1;"2020-03-28";15;3;2;0
"65";2;"2020-03-28";6;2;4;1
"66";0;"2020-03-28";123;34;47;9
"66";1;"2020-03-28";65;23;16;4
"66";2;"2020-03-28";58;11;31;5
"67";0;"2020-03-28";834;224;262;117
"67";1;"2020-03-28";491;172;139;68
"67";2;"2020-03-28";335;49;123;49
"68";0;"2020-03-28";954;131;484;325
"68";1;"2020-03-28";518;95;249;194
"68";2;"2020-03-28";426;32;232;128
"69";0;"2020-03-28";860;188;261;96
"69";1;"2020-03-28";462;135;107;51
"69";2;"2020-03-28";393;50;123;39
"70";0;"2020-03-28";66;21;26;9
"70";1;"2020-03-28";36;13;14;8
"70";2;"2020-03-28";29;8;12;1
"71";0;"2020-03-28";182;31;161;34
"71";1;"2020-03-28";106;22;59;16
"71";2;"2020-03-28";75;9;101;18
"72";0;"2020-03-28";79;17;25;4
"72";1;"2020-03-28";53;9;10;2
"72";2;"2020-03-28";25;8;15;2
"73";0;"2020-03-28";66;16;25;3
"73";1;"2020-03-28";35;14;13;2
"73";2;"2020-03-28";30;2;12;1
"74";0;"2020-03-28";178;44;123;23
"74";1;"2020-03-28";110;34;69;10
"74";2;"2020-03-28";66;10;53;13
"75";0;"2020-03-28";1927;518;499;211
"75";1;"2020-03-28";1188;381;282;138
"75";2;"2020-03-28";721;137;213;73
"76";0;"2020-03-28";216;58;39;18
"76";1;"2020-03-28";118;38;19;14
"76";2;"2020-03-28";98;20;19;4
"77";0;"2020-03-28";386;116;125;31
"77";1;"2020-03-28";230;71;67;22
"77";2;"2020-03-28";152;44;58;9
"78";0;"2020-03-28";513;119;169;61
"78";1;"2020-03-28";318;92;100;36
"78";2;"2020-03-28";189;27;69;25
"79";0;"2020-03-28";17;1;14;2
"79";1;"2020-03-28";8;1;6;0
"79";2;"2020-03-28";9;0;8;2
"80";0;"2020-03-28";215;49;68;26
"80";1;"2020-03-28";132;36;30;15
"80";2;"2020-03-28";81;13;36;11
"81";0;"2020-03-28";30;13;8;1
"81";1;"2020-03-28";14;7;5;1
"81";2;"2020-03-28";16;6;3;0
"82";0;"2020-03-28";4;2;2;1
"82";1;"2020-03-28";4;2;0;1
"82";2;"2020-03-28";0;0;2;0
"83";0;"2020-03-28";139;37;139;12
"83";1;"2020-03-28";88;28;69;6
"83";2;"2020-03-28";50;9;70;6
"84";0;"2020-03-28";45;18;38;4
"84";1;"2020-03-28";30;13;14;2
"84";2;"2020-03-28";15;5;24;2
"85";0;"2020-03-28";65;12;13;4
"85";1;"2020-03-28";38;10;7;3
"85";2;"2020-03-28";26;1;6;1
"86";0;"2020-03-28";26;8;20;8
"86";1;"2020-03-28";18;7;9;0
"86";2;"2020-03-28";8;1;11;8
"87";0;"2020-03-28";39;7;5;4
"87";1;"2020-03-28";22;3;1;3
"87";2;"2020-03-28";17;4;4;1
"88";0;"2020-03-28";150;28;79;68
"88";1;"2020-03-28";90;21;34;41
"88";2;"2020-03-28";59;7;45;27
"89";0;"2020-03-28";38;12;2;3
"89";1;"2020-03-28";21;8;2;2
"89";2;"2020-03-28";17;4;0;1
"90";0;"2020-03-28";164;34;61;44
"90";1;"2020-03-28";102;24;33;25
"90";2;"2020-03-28";62;10;28;19
"91";0;"2020-03-28";516;126;112;21
"91";1;"2020-03-28";308;89;65;13
"91";2;"2020-03-28";200;33;47;8
"92";0;"2020-03-28";1103;258;313;88
"92";1;"2020-03-28";683;198;154;60
"92";2;"2020-03-28";404;58;156;28
"93";0;"2020-03-28";677;144;187;100
"93";1;"2020-03-28";430;98;107;58
"93";2;"2020-03-28";241;44;80;41
"94";0;"2020-03-28";871;174;257;83
"94";1;"2020-03-28";516;122;142;49
"94";2;"2020-03-28";341;52;115;34
"95";0;"2020-03-28";530;115;275;93
"95";1;"2020-03-28";344;86;144;62
"95";2;"2020-03-28";186;29;129;31
"971";0;"2020-03-28";44;13;9;1
"971";1;"2020-03-28";24;10;4;0
"971";2;"2020-03-28";20;3;5;1
"972";0;"2020-03-28";53;14;15;1
"972";1;"2020-03-28";28;8;7;0
"972";2;"2020-03-28";25;6;8;1
"973";0;"2020-03-28";0;0;0;0
"973";1;"2020-03-28";0;0;0;0
"973";2;"2020-03-28";0;0;0;0
"974";0;"2020-03-28";15;3;0;0
"974";1;"2020-03-28";9;3;0;0
"974";2;"2020-03-28";6;0;0;0
"976";0;"2020-03-28";0;0;0;0
"976";1;"2020-03-28";0;0;0;0
"976";2;"2020-03-28";0;0;0;0
"01";0;"2020-03-29";55;13;23;6
"01";1;"2020-03-29";35;10;14;4
"01";2;"2020-03-29";18;3;9;2
"02";0;"2020-03-29";136;34;96;42
"02";1;"2020-03-29";73;19;44;28
"02";2;"2020-03-29";62;15;52;14
"03";0;"2020-03-29";23;5;32;4
"03";1;"2020-03-29";8;1;15;2
"03";2;"2020-03-29";14;3;17;2
"04";0;"2020-03-29";12;1;21;0
"04";1;"2020-03-29";6;1;7;0
"04";2;"2020-03-29";6;0;14;0
"05";0;"2020-03-29";39;8;27;1
"05";1;"2020-03-29";23;6;15;0
"05";2;"2020-03-29";16;2;12;1
"06";0;"2020-03-29";112;26;116;17
"06";1;"2020-03-29";69;20;47;8
"06";2;"2020-03-29";42;5;67;9
"07";0;"2020-03-29";66;8;67;11
"07";1;"2020-03-29";27;3;26;7
"07";2;"2020-03-29";18;1;36;2
"08";0;"2020-03-29";30;11;4;0
"08";1;"2020-03-29";18;7;4;0
"08";2;"2020-03-29";12;4;0;0
"09";0;"2020-03-29";9;2;4;0
"09";1;"2020-03-29";7;2;2;0
"09";2;"2020-03-29";2;0;2;0
"10";0;"2020-03-29";65;13;3;7
"10";1;"2020-03-29";46;10;3;5
"10";2;"2020-03-29";17;3;0;2
"11";0;"2020-03-29";68;18;35;17
"11";1;"2020-03-29";42;15;19;13
"11";2;"2020-03-29";26;3;16;4
"12";0;"2020-03-29";34;6;16;6
"12";1;"2020-03-29";17;3;5;4
"12";2;"2020-03-29";17;3;11;2
"13";0;"2020-03-29";705;149;364;30
"13";1;"2020-03-29";379;104;178;16
"13";2;"2020-03-29";300;45;171;14
"14";0;"2020-03-29";93;31;17;2
"14";1;"2020-03-29";56;24;9;2
"14";2;"2020-03-29";37;7;8;0
"15";0;"2020-03-29";8;4;2;0
"15";1;"2020-03-29";5;2;2;0
"15";2;"2020-03-29";3;2;0;0
"16";0;"2020-03-29";30;7;13;7
"16";1;"2020-03-29";17;4;8;4
"16";2;"2020-03-29";12;2;5;3
"17";0;"2020-03-29";46;21;20;3
"17";1;"2020-03-29";25;14;11;3
"17";2;"2020-03-29";21;7;9;0
"18";0;"2020-03-29";18;8;3;4
"18";1;"2020-03-29";16;7;2;1
"18";2;"2020-03-29";2;1;1;3
"19";0;"2020-03-29";32;7;2;3
"19";1;"2020-03-29";21;5;2;3
"19";2;"2020-03-29";11;2;0;0
"21";0;"2020-03-29";218;48;181;37
"21";1;"2020-03-29";126;35;66;20
"21";2;"2020-03-29";90;13;112;17
"22";0;"2020-03-29";36;5;8;3
"22";1;"2020-03-29";13;3;4;3
"22";2;"2020-03-29";23;2;4;0
"23";0;"2020-03-29";6;2;0;0
"23";1;"2020-03-29";5;2;0;0
"23";2;"2020-03-29";1;0;0;0
"24";0;"2020-03-29";11;5;5;0
"24";1;"2020-03-29";4;3;3;0
"24";2;"2020-03-29";7;2;2;0
"25";0;"2020-03-29";148;56;84;25
"25";1;"2020-03-29";101;47;43;13
"25";2;"2020-03-29";47;9;41;12
"26";0;"2020-03-29";183;52;41;22
"26";1;"2020-03-29";119;41;17;13
"26";2;"2020-03-29";61;9;24;9
"27";0;"2020-03-29";37;10;1;1
"27";1;"2020-03-29";23;6;0;0
"27";2;"2020-03-29";14;4;1;1
"28";0;"2020-03-29";98;27;17;11
"28";1;"2020-03-29";65;21;5;3
"28";2;"2020-03-29";31;5;10;8
"29";0;"2020-03-29";50;11;28;5
"29";1;"2020-03-29";30;9;12;4
"29";2;"2020-03-29";20;2;16;1
"2A";0;"2020-03-29";91;19;31;17
"2A";1;"2020-03-29";45;15;16;9
"2A";2;"2020-03-29";46;4;15;8
"2B";0;"2020-03-29";7;1;48;2
"2B";1;"2020-03-29";3;0;24;2
"2B";2;"2020-03-29";4;1;24;0
"30";0;"2020-03-29";39;13;19;9
"30";1;"2020-03-29";28;10;12;7
"30";2;"2020-03-29";11;3;7;2
"31";0;"2020-03-29";185;65;65;7
"31";1;"2020-03-29";122;55;29;4
"31";2;"2020-03-29";62;10;35;3
"32";0;"2020-03-29";20;4;1;0
"32";1;"2020-03-29";17;4;1;0
"32";2;"2020-03-29";3;0;0;0
"33";0;"2020-03-29";237;63;107;21
"33";1;"2020-03-29";141;51;43;10
"33";2;"2020-03-29";96;12;64;11
"34";0;"2020-03-29";234;58;95;23
"34";1;"2020-03-29";134;41;39;11
"34";2;"2020-03-29";100;17;56;12
"35";0;"2020-03-29";84;15;51;5
"35";1;"2020-03-29";51;12;28;5
"35";2;"2020-03-29";33;3;23;0
"36";0;"2020-03-29";40;8;2;9
"36";1;"2020-03-29";24;4;1;4
"36";2;"2020-03-29";16;4;1;5
"37";0;"2020-03-29";58;18;23;4
"37";1;"2020-03-29";31;13;11;4
"37";2;"2020-03-29";26;4;12;0
"38";0;"2020-03-29";140;38;61;8
"38";1;"2020-03-29";78;30;34;4
"38";2;"2020-03-29";61;8;27;4
"39";0;"2020-03-29";37;9;15;1
"39";1;"2020-03-29";22;7;9;1
"39";2;"2020-03-29";15;2;6;0
"40";0;"2020-03-29";11;3;5;0
"40";1;"2020-03-29";7;2;3;0
"40";2;"2020-03-29";4;1;2;0
"41";0;"2020-03-29";29;4;12;3
"41";1;"2020-03-29";18;4;7;2
"41";2;"2020-03-29";11;0;5;1
"42";0;"2020-03-29";374;73;60;33
"42";1;"2020-03-29";235;60;35;23
"42";2;"2020-03-29";137;12;25;10
"43";0;"2020-03-29";14;5;13;3
"43";1;"2020-03-29";11;5;4;2
"43";2;"2020-03-29";3;0;9;1
"44";0;"2020-03-29";158;39;41;23
"44";1;"2020-03-29";91;29;24;15
"44";2;"2020-03-29";66;9;17;8
"45";0;"2020-03-29";115;38;26;8
"45";1;"2020-03-29";71;29;13;3
"45";2;"2020-03-29";43;9;13;5
"46";0;"2020-03-29";5;2;7;0
"46";1;"2020-03-29";2;2;5;0
"46";2;"2020-03-29";3;0;2;0
"47";0;"2020-03-29";27;8;4;3
"47";1;"2020-03-29";16;5;1;3
"47";2;"2020-03-29";11;3;3;0
"48";0;"2020-03-29";9;2;4;0
"48";1;"2020-03-29";5;2;3;0
"48";2;"2020-03-29";4;0;1;0
"49";0;"2020-03-29";117;29;92;10
"49";1;"2020-03-29";76;22;41;6
"49";2;"2020-03-29";41;7;51;4
"50";0;"2020-03-29";37;13;13;6
"50";1;"2020-03-29";21;11;6;2
"50";2;"2020-03-29";15;2;7;4
"51";0;"2020-03-29";260;53;127;26
"51";1;"2020-03-29";169;45;47;16
"51";2;"2020-03-29";89;8;77;10
"52";0;"2020-03-29";53;11;17;8
"52";1;"2020-03-29";30;7;7;3
"52";2;"2020-03-29";23;4;10;5
"53";0;"2020-03-29";54;7;3;5
"53";1;"2020-03-29";26;5;1;1
"53";2;"2020-03-29";25;1;2;4
"54";0;"2020-03-29";325;132;72;42
"54";1;"2020-03-29";186;92;34;24
"54";2;"2020-03-29";137;40;37;18
"55";0;"2020-03-29";131;13;38;14
"55";1;"2020-03-29";68;8;17;8
"55";2;"2020-03-29";63;5;21;6
"56";0;"2020-03-29";98;26;79;28
"56";1;"2020-03-29";66;24;38;16
"56";2;"2020-03-29";32;2;41;12
"57";0;"2020-03-29";809;161;214;163
"57";1;"2020-03-29";460;126;89;92
"57";2;"2020-03-29";341;34;120;70
"58";0;"2020-03-29";9;6;1;0
"58";1;"2020-03-29";6;6;0;0
"58";2;"2020-03-29";3;0;1;0
"59";0;"2020-03-29";446;157;111;43
"59";1;"2020-03-29";256;113;61;25
"59";2;"2020-03-29";190;44;50;18
"60";0;"2020-03-29";259;49;129;82
"60";1;"2020-03-29";130;32;77;52
"60";2;"2020-03-29";129;17;52;30
"61";0;"2020-03-29";25;5;28;1
"61";1;"2020-03-29";16;4;11;1
"61";2;"2020-03-29";9;1;17;0
"62";0;"2020-03-29";168;58;74;13
"62";1;"2020-03-29";105;45;37;8
"62";2;"2020-03-29";63;13;37;5
"63";0;"2020-03-29";51;21;14;0
"63";1;"2020-03-29";32;16;8;0
"63";2;"2020-03-29";19;5;6;0
"64";0;"2020-03-29";52;13;32;6
"64";1;"2020-03-29";32;10;17;2
"64";2;"2020-03-29";20;3;15;4
"65";0;"2020-03-29";25;5;7;1
"65";1;"2020-03-29";17;3;3;0
"65";2;"2020-03-29";8;2;4;1
"66";0;"2020-03-29";126;33;52;11
"66";1;"2020-03-29";66;23;18;5
"66";2;"2020-03-29";60;10;34;6
"67";0;"2020-03-29";884;235;277;135
"67";1;"2020-03-29";525;178;151;79
"67";2;"2020-03-29";350;54;126;56
"68";0;"2020-03-29";999;136;513;348
"68";1;"2020-03-29";549;105;263;210
"68";2;"2020-03-29";441;29;247;135
"69";0;"2020-03-29";907;207;285;110
"69";1;"2020-03-29";489;150;119;59
"69";2;"2020-03-29";413;54;135;45
"70";0;"2020-03-29";66;18;29;10
"70";1;"2020-03-29";35;10;16;8
"70";2;"2020-03-29";30;8;13;2
"71";0;"2020-03-29";184;27;167;36
"71";1;"2020-03-29";104;17;63;18
"71";2;"2020-03-29";79;10;103;18
"72";0;"2020-03-29";97;17;32;5
"72";1;"2020-03-29";63;10;13;2
"72";2;"2020-03-29";33;7;19;3
"73";0;"2020-03-29";82;17;27;4
"73";1;"2020-03-29";43;15;14;3
"73";2;"2020-03-29";38;2;13;1
"74";0;"2020-03-29";212;54;130;26
"74";1;"2020-03-29";133;43;71;13
"74";2;"2020-03-29";76;11;58;13
"75";0;"2020-03-29";2115;570;515;237
"75";1;"2020-03-29";1327;428;292;156
"75";2;"2020-03-29";768;142;219;81
"76";0;"2020-03-29";263;63;44;22
"76";1;"2020-03-29";143;43;20;17
"76";2;"2020-03-29";120;20;23;5
"77";0;"2020-03-29";418;113;139;33
"77";1;"2020-03-29";253;73;75;23
"77";2;"2020-03-29";161;39;64;10
"78";0;"2020-03-29";559;125;187;69
"78";1;"2020-03-29";339;95;105;43
"78";2;"2020-03-29";215;30;81;26
"79";0;"2020-03-29";23;4;14;2
"79";1;"2020-03-29";12;3;6;0
"79";2;"2020-03-29";11;1;8;2
"80";0;"2020-03-29";228;50;66;31
"80";1;"2020-03-29";137;34;28;19
"80";2;"2020-03-29";89;16;36;12
"81";0;"2020-03-29";38;17;7;1
"81";1;"2020-03-29";20;11;4;1
"81";2;"2020-03-29";18;6;3;0
"82";0;"2020-03-29";4;2;2;1
"82";1;"2020-03-29";4;2;0;1
"82";2;"2020-03-29";0;0;2;0
"83";0;"2020-03-29";156;41;144;13
"83";1;"2020-03-29";96;32;71;7
"83";2;"2020-03-29";59;9;73;6
"84";0;"2020-03-29";49;18;38;4
"84";1;"2020-03-29";31;13;14;2
"84";2;"2020-03-29";18;5;24;2
"85";0;"2020-03-29";73;15;14;4
"85";1;"2020-03-29";42;13;8;3
"85";2;"2020-03-29";30;1;6;1
"86";0;"2020-03-29";34;14;19;9
"86";1;"2020-03-29";24;12;8;1
"86";2;"2020-03-29";10;2;11;8
"87";0;"2020-03-29";49;13;5;4
"87";1;"2020-03-29";27;8;1;3
"87";2;"2020-03-29";22;5;4;1
"88";0;"2020-03-29";179;27;83;72
"88";1;"2020-03-29";100;20;36;43
"88";2;"2020-03-29";79;7;46;29
"89";0;"2020-03-29";40;13;6;4
"89";1;"2020-03-29";23;9;4;3
"89";2;"2020-03-29";17;4;2;1
"90";0;"2020-03-29";171;40;66;51
"90";1;"2020-03-29";106;27;36;28
"90";2;"2020-03-29";65;13;30;23
"91";0;"2020-03-29";528;128;126;33
"91";1;"2020-03-29";317;92;77;18
"91";2;"2020-03-29";202;32;49;15
"92";0;"2020-03-29";1169;276;342;110
"92";1;"2020-03-29";723;213;169;69
"92";2;"2020-03-29";427;61;170;41
"93";0;"2020-03-29";758;148;200;113
"93";1;"2020-03-29";482;102;112;67
"93";2;"2020-03-29";270;44;88;45
"94";0;"2020-03-29";961;177;273;99
"94";1;"2020-03-29";564;123;155;59
"94";2;"2020-03-29";381;54;118;40
"95";0;"2020-03-29";584;131;327;113
"95";1;"2020-03-29";386;98;166;78
"95";2;"2020-03-29";198;33;159;35
"971";0;"2020-03-29";44;12;9;2
"971";1;"2020-03-29";24;10;4;0
"971";2;"2020-03-29";20;2;5;2
"972";0;"2020-03-29";57;15;17;3
"972";1;"2020-03-29";32;8;7;2
"972";2;"2020-03-29";25;7;10;1
"973";0;"2020-03-29";0;0;0;0
"973";1;"2020-03-29";0;0;0;0
"973";2;"2020-03-29";0;0;0;0
"974";0;"2020-03-29";53;4;5;0
"974";1;"2020-03-29";27;4;3;0
"974";2;"2020-03-29";26;0;2;0
"976";0;"2020-03-29";0;0;0;0
"976";1;"2020-03-29";0;0;0;0
"976";2;"2020-03-29";0;0;0;0
"01";0;"2020-03-30";67;19;24;10
"01";1;"2020-03-30";39;14;15;5
"01";2;"2020-03-30";24;4;9;4
"02";0;"2020-03-30";135;34;67;44
"02";1;"2020-03-30";73;19;32;30
"02";2;"2020-03-30";62;15;35;14
"03";0;"2020-03-30";30;8;39;4
"03";1;"2020-03-30";11;3;15;2
"03";2;"2020-03-30";18;4;23;2
"04";0;"2020-03-30";19;4;28;1
"04";1;"2020-03-30";11;3;9;0
"04";2;"2020-03-30";8;1;19;1
"05";0;"2020-03-30";38;6;33;1
"05";1;"2020-03-30";21;5;18;0
"05";2;"2020-03-30";17;1;15;1
"06";0;"2020-03-30";119;30;117;20
"06";1;"2020-03-30";73;23;47;9
"06";2;"2020-03-30";45;6;68;11
"07";0;"2020-03-30";72;8;79;12
"07";1;"2020-03-30";32;3;30;7
"07";2;"2020-03-30";18;1;44;3
"08";0;"2020-03-30";30;11;4;0
"08";1;"2020-03-30";18;7;4;0
"08";2;"2020-03-30";12;4;0;0
"09";0;"2020-03-30";11;3;4;0
"09";1;"2020-03-30";8;3;2;0
"09";2;"2020-03-30";3;0;2;0
"10";0;"2020-03-30";70;13;4;7
"10";1;"2020-03-30";51;10;3;5
"10";2;"2020-03-30";17;3;1;2
"11";0;"2020-03-30";73;20;36;18
"11";1;"2020-03-30";48;17;20;13
"11";2;"2020-03-30";25;3;16;5
"12";0;"2020-03-30";40;8;19;6
"12";1;"2020-03-30";23;5;7;4
"12";2;"2020-03-30";16;3;12;2
"13";0;"2020-03-30";811;184;385;35
"13";1;"2020-03-30";440;126;189;19
"13";2;"2020-03-30";343;58;181;16
"14";0;"2020-03-30";95;31;18;7
"14";1;"2020-03-30";57;22;9;6
"14";2;"2020-03-30";38;9;9;1
"15";0;"2020-03-30";10;4;2;0
"15";1;"2020-03-30";7;2;2;0
"15";2;"2020-03-30";3;2;0;0
"16";0;"2020-03-30";35;8;13;9
"16";1;"2020-03-30";20;5;8;5
"16";2;"2020-03-30";14;2;5;4
"17";0;"2020-03-30";61;25;21;6
"17";1;"2020-03-30";36;19;12;5
"17";2;"2020-03-30";25;6;9;1
"18";0;"2020-03-30";32;12;3;6
"18";1;"2020-03-30";28;11;2;3
"18";2;"2020-03-30";4;1;1;3
"19";0;"2020-03-30";37;8;4;3
"19";1;"2020-03-30";22;5;4;3
"19";2;"2020-03-30";15;3;0;0
"21";0;"2020-03-30";211;46;213;37
"21";1;"2020-03-30";125;35;80;20
"21";2;"2020-03-30";85;11;130;17
"22";0;"2020-03-30";39;5;9;3
"22";1;"2020-03-30";14;3;4;3
"22";2;"2020-03-30";25;2;5;0
"23";0;"2020-03-30";8;4;0;0
"23";1;"2020-03-30";6;3;0;0
"23";2;"2020-03-30";2;1;0;0
"24";0;"2020-03-30";11;4;5;0
"24";1;"2020-03-30";4;3;3;0
"24";2;"2020-03-30";7;1;2;0
"25";0;"2020-03-30";152;53;89;26
"25";1;"2020-03-30";102;44;45;14
"25";2;"2020-03-30";50;9;44;12
"26";0;"2020-03-30";209;61;53;32
"26";1;"2020-03-30";130;48;22;21
"26";2;"2020-03-30";75;11;31;11
"27";0;"2020-03-30";39;12;3;3
"27";1;"2020-03-30";27;8;0;1
"27";2;"2020-03-30";12;4;3;2
"28";0;"2020-03-30";114;29;23;17
"28";1;"2020-03-30";76;22;7;7
"28";2;"2020-03-30";36;6;13;10
"29";0;"2020-03-30";54;12;29;6
"29";1;"2020-03-30";31;10;13;4
"29";2;"2020-03-30";23;2;16;2
"2A";0;"2020-03-30";92;19;43;17
"2A";1;"2020-03-30";44;15;20;9
"2A";2;"2020-03-30";47;4;23;8
"2B";0;"2020-03-30";7;1;48;2
"2B";1;"2020-03-30";3;0;24;2
"2B";2;"2020-03-30";4;1;24;0
"30";0;"2020-03-30";44;17;19;9
"30";1;"2020-03-30";30;11;12;7
"30";2;"2020-03-30";14;6;7;2
"31";0;"2020-03-30";214;78;70;7
"31";1;"2020-03-30";145;65;31;4
"31";2;"2020-03-30";67;12;38;3
"32";0;"2020-03-30";19;4;1;1
"32";1;"2020-03-30";16;4;1;1
"32";2;"2020-03-30";3;0;0;0
"33";0;"2020-03-30";288;78;144;25
"33";1;"2020-03-30";173;63;58;11
"33";2;"2020-03-30";115;15;85;14
"34";0;"2020-03-30";242;67;109;24
"34";1;"2020-03-30";136;49;49;11
"34";2;"2020-03-30";106;18;60;13
"35";0;"2020-03-30";91;17;53;7
"35";1;"2020-03-30";57;14;29;6
"35";2;"2020-03-30";34;3;24;1
"36";0;"2020-03-30";43;8;3;11
"36";1;"2020-03-30";25;4;1;5
"36";2;"2020-03-30";18;4;2;6
"37";0;"2020-03-30";81;21;25;4
"37";1;"2020-03-30";43;15;12;4
"37";2;"2020-03-30";38;6;13;0
"38";0;"2020-03-30";165;46;64;11
"38";1;"2020-03-30";98;36;35;6
"38";2;"2020-03-30";65;10;29;5
"39";0;"2020-03-30";48;9;15;2
"39";1;"2020-03-30";26;7;9;1
"39";2;"2020-03-30";22;2;6;1
"40";0;"2020-03-30";15;4;6;1
"40";1;"2020-03-30";7;2;4;1
"40";2;"2020-03-30";7;2;2;0
"41";0;"2020-03-30";48;6;14;4
"41";1;"2020-03-30";30;6;7;2
"41";2;"2020-03-30";18;0;7;2
"42";0;"2020-03-30";391;82;70;36
"42";1;"2020-03-30";245;68;41;25
"42";2;"2020-03-30";145;14;29;11
"43";0;"2020-03-30";16;5;14;3
"43";1;"2020-03-30";13;5;5;2
"43";2;"2020-03-30";3;0;9;1
"44";0;"2020-03-30";158;40;53;28
"44";1;"2020-03-30";94;32;30;18
"44";2;"2020-03-30";64;8;23;10
"45";0;"2020-03-30";139;39;32;11
"45";1;"2020-03-30";83;30;16;5
"45";2;"2020-03-30";55;9;16;6
"46";0;"2020-03-30";5;2;7;0
"46";1;"2020-03-30";2;2;5;0
"46";2;"2020-03-30";3;0;2;0
"47";0;"2020-03-30";27;7;6;3
"47";1;"2020-03-30";16;6;1;3
"47";2;"2020-03-30";11;1;5;0
"48";0;"2020-03-30";8;2;6;0
"48";1;"2020-03-30";5;2;4;0
"48";2;"2020-03-30";3;0;2;0
"49";0;"2020-03-30";125;30;94;14
"49";1;"2020-03-30";77;23;42;8
"49";2;"2020-03-30";48;7;52;6
"50";0;"2020-03-30";46;15;14;7
"50";1;"2020-03-30";26;13;7;3
"50";2;"2020-03-30";18;2;7;4
"51";0;"2020-03-30";269;62;137;41
"51";1;"2020-03-30";169;50;53;25
"51";2;"2020-03-30";98;12;81;16
"52";0;"2020-03-30";55;11;17;8
"52";1;"2020-03-30";32;7;7;3
"52";2;"2020-03-30";23;4;10;5
"53";0;"2020-03-30";56;8;4;7
"53";1;"2020-03-30";30;7;1;2
"53";2;"2020-03-30";26;1;3;5
"54";0;"2020-03-30";372;146;89;50
"54";1;"2020-03-30";214;103;43;29
"54";2;"2020-03-30";155;42;45;21
"55";0;"2020-03-30";148;15;55;17
"55";1;"2020-03-30";88;10;23;8
"55";2;"2020-03-30";60;5;32;9
"56";0;"2020-03-30";106;29;79;29
"56";1;"2020-03-30";65;27;39;17
"56";2;"2020-03-30";41;2;40;12
"57";0;"2020-03-30";871;170;235;182
"57";1;"2020-03-30";493;135;99;104
"57";2;"2020-03-30";370;34;131;77
"58";0;"2020-03-30";12;7;1;0
"58";1;"2020-03-30";9;7;0;0
"58";2;"2020-03-30";3;0;1;0
"59";0;"2020-03-30";512;180;135;55
"59";1;"2020-03-30";299;130;71;32
"59";2;"2020-03-30";212;50;63;23
"60";0;"2020-03-30";276;52;139;90
"60";1;"2020-03-30";137;33;81;57
"60";2;"2020-03-30";139;19;58;33
"61";0;"2020-03-30";28;6;29;1
"61";1;"2020-03-30";17;5;12;1
"61";2;"2020-03-30";11;1;17;0
"62";0;"2020-03-30";191;75;83;17
"62";1;"2020-03-30";121;58;44;9
"62";2;"2020-03-30";69;17;39;8
"63";0;"2020-03-30";61;31;16;1
"63";1;"2020-03-30";41;26;8;0
"63";2;"2020-03-30";20;5;8;1
"64";0;"2020-03-30";55;15;34;9
"64";1;"2020-03-30";35;11;18;4
"64";2;"2020-03-30";20;4;16;5
"65";0;"2020-03-30";29;7;9;1
"65";1;"2020-03-30";19;3;5;0
"65";2;"2020-03-30";10;4;4;1
"66";0;"2020-03-30";123;37;60;13
"66";1;"2020-03-30";67;28;21;6
"66";2;"2020-03-30";56;9;39;7
"67";0;"2020-03-30";912;249;287;153
"67";1;"2020-03-30";548;191;159;89
"67";2;"2020-03-30";355;55;128;64
"68";0;"2020-03-30";1027;139;567;380
"68";1;"2020-03-30";561;105;295;232
"68";2;"2020-03-30";455;31;269;145
"69";0;"2020-03-30";985;235;302;123
"69";1;"2020-03-30";540;169;125;64
"69";2;"2020-03-30";439;63;146;53
"70";0;"2020-03-30";63;16;38;14
"70";1;"2020-03-30";36;11;20;10
"70";2;"2020-03-30";27;5;17;4
"71";0;"2020-03-30";187;34;167;43
"71";1;"2020-03-30";107;21;62;22
"71";2;"2020-03-30";79;13;104;21
"72";0;"2020-03-30";98;23;30;5
"72";1;"2020-03-30";65;14;12;2
"72";2;"2020-03-30";32;9;18;3
"73";0;"2020-03-30";85;24;35;5
"73";1;"2020-03-30";46;20;18;4
